record_id,item_name,item_category,product_weight_g,recommended_pouch_type,material_type,width_cm,height_cm,gusset_cm,thickness_micron,printing_type,zip_lock,food_grade,barrier_level,shelf_life_months,quantity,film_weight_g_per_pouch,material_rate_per_kg_inr,printing_cost_per_pouch_inr,making_cost_per_pouch_inr,wastage_percent,margin_percent,actual_cost_per_pouch_inr,description_for_semantic_search
866,Noodles,dry food,70,center seal,BOPP+CPP,10.0,17.2,0,100,2 color,no,yes,low,12,5000,25.25,113.37,0.89,3.54,4,21,9.18,70g noodles center seal pouch BOPP+CPP 100 micron 2 color printing without zip lock low barrier suitable for dry food
867,Popcorn,snack,100,center seal,PET+PE,13.4,17.4,0,125,full color,yes,yes,medium,6,50000,42.71,130.38,1.31,2.41,5,12,10.92,100g popcorn center seal pouch PET+PE 125 micron full color printing with zip lock medium barrier suitable for snack
868,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,11.4,17.6,0,130,full color,no,yes,high,18,500,38.16,301.02,1.32,0.91,4,20,17.12,100g soup powder 3-side seal pouch PET+ALU+PE 130 micron full color printing without zip lock high barrier suitable for dry food
869,Cat Food,pet,500,stand-up,PET+PE,19.5,31.8,6.5,100,1 color,no,no,medium,18,50000,134.22,139.63,0.59,6.77,9,22,34.71,500g cat food stand-up pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for pet
870,Cake Mix,bakery,600,stand-up,PET+PE,18.9,30.5,6.5,125,1 color,yes,yes,medium,12,25000,158.75,155.86,0.53,1.52,9,10,32.12,600g cake mix stand-up pouch PET+PE 125 micron 1 color printing with zip lock medium barrier suitable for bakery
871,Pet Food,pet,1100,stand-up,PET+PE,22.4,33.1,7.3,75,2 color,no,no,medium,18,2000,120.84,177.44,0.81,1.47,6,8,27.16,1100g pet food stand-up pouch PET+PE 75 micron 2 color printing without zip lock medium barrier suitable for pet
872,Tea Leaves,dry food,450,stand-up,PET+PE,18.6,30.8,6.4,90,none,no,yes,medium,18,500,113.06,167.12,0,4.07,8,20,29.76,450g tea leaves stand-up pouch PET+PE 90 micron none printing without zip lock medium barrier suitable for dry food
873,Ground Coffee,dry food,500,stand-up,PET+ALU+PE,19.2,31.6,5.8,110,1 color,no,yes,high,18,50000,138.88,289.34,0.6,2.78,4,18,53.46,500g ground coffee stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for dry food
874,Fertilizer Sample,agri,1450,side gusset,LDPE,38.8,56.7,14.6,70,1 color,no,no,low,18,10000,347.17,100.48,0.45,1.36,9,13,45.2,1450g fertilizer sample side gusset pouch LDPE 70 micron 1 color printing without zip lock low barrier suitable for agri
875,Cornflakes,dry food,500,stand-up,BOPP+CPP,18.8,31.2,5.9,100,full color,no,yes,low,12,1000,123.81,112.62,1.33,7.21,8,22,29.62,500g cornflakes stand-up pouch BOPP+CPP 100 micron full color printing without zip lock low barrier suitable for dry food
876,Chilli Powder,dry food,100,stand-up,PET+PE,15.9,20.7,4.5,125,1 color,no,yes,medium,12,500,89.89,135.86,0.5,3.3,7,17,20.05,100g chilli powder stand-up pouch PET+PE 125 micron 1 color printing without zip lock medium barrier suitable for dry food
877,Pesticide,agri,600,stand-up,LDPE,19.0,31.0,6.4,70,1 color,no,no,medium,18,500,89.79,111.44,0.56,6.28,4,21,21.2,600g pesticide stand-up pouch LDPE 70 micron 1 color printing without zip lock medium barrier suitable for agri
878,Multivitamins,pharma,100,stand-up,PET+ALU+PE,13.8,20.9,4.8,130,1 color,no,no,high,24,1000,86.75,285.5,0.68,2.73,6,11,33.15,100g multivitamins stand-up pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for pharma
879,Dry Fruits,premium food,450,stand-up,PET+ALU+PE,20.6,30.6,6.0,130,full color,yes,yes,high,12,50000,171.17,303.01,1.28,2.22,9,22,73.63,450g dry fruits stand-up pouch PET+ALU+PE 130 micron full color printing with zip lock high barrier suitable for premium food
880,Wheat Flour,dry food,700,stand-up,Paper,23.4,30.4,7.3,120,2 color,yes,yes,low,12,5000,187.42,127.69,0.9,7.16,6,17,39.68,700g wheat flour stand-up pouch Paper 120 micron 2 color printing with zip lock low barrier suitable for dry food
881,Pet Food,pet,700,stand-up,PET+PE,22.9,32.5,7.1,100,full color,no,no,medium,18,5000,159.75,158.36,1.31,5.36,3,15,37.87,700g pet food stand-up pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for pet
882,Popcorn,snack,100,center seal,PET+PE,13.2,19.8,0,90,2 color,no,yes,medium,6,10000,33.86,160.19,1.01,7.64,7,13,17.02,100g popcorn center seal pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for snack
883,Cereals,dry food,550,stand-up,BOPP+CPP,18.8,31.2,5.9,50,1 color,yes,yes,low,12,1000,61.9,112.91,0.51,1.84,5,9,10.69,550g cereals stand-up pouch BOPP+CPP 50 micron 1 color printing with zip lock low barrier suitable for dry food
884,Pet Food,pet,950,stand-up,PET+PE,22.6,32.9,6.7,100,2 color,no,no,medium,18,5000,156.02,158.08,0.87,5.13,7,11,36.42,950g pet food stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for pet
885,Walnuts,premium food,200,stand-up,PET+ALU+PE,18.6,29.8,6.3,130,none,no,yes,high,18,50000,158.21,281.39,0.03,6.66,4,11,59.12,200g walnuts stand-up pouch PET+ALU+PE 130 micron none printing without zip lock high barrier suitable for premium food
886,Fertilizer,agri,450,side gusset,LDPE,40.0,57.0,14.9,100,none,no,no,low,24,100000,514.0,96.85,0,3.56,7,8,61.64,450g fertilizer side gusset pouch LDPE 100 micron none printing without zip lock low barrier suitable for agri
887,Sugar,dry food,500,3-side seal,PET+PE,18.4,26.4,0,75,none,no,yes,medium,18,10000,50.71,136.55,0.19,1.07,7,22,10.68,500g sugar 3-side seal pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for dry food
888,Candy,confectionery,300,stand-up,BOPP+CPP,17.5,26.1,6.0,50,full color,no,yes,low,12,10000,51.55,119.03,1.3,1.37,9,13,10.85,300g candy stand-up pouch BOPP+CPP 50 micron full color printing without zip lock low barrier suitable for confectionery
889,Cocoa Powder,bakery,250,stand-up,PET+ALU+PE,17.7,28.8,6.0,90,none,no,yes,high,24,1000,100.78,222.64,0,0.87,3,13,27.13,250g cocoa powder stand-up pouch PET+ALU+PE 90 micron none printing without zip lock high barrier suitable for bakery
890,Fungicide,agri,450,stand-up,NYLON+PE,19.2,28.4,6.2,150,2 color,no,no,high,24,500,179.07,254.73,1.01,2.67,9,8,58.03,450g fungicide stand-up pouch NYLON+PE 150 micron 2 color printing without zip lock high barrier suitable for agri
891,Muesli,dry food,450,stand-up,BOPP+CPP,21.3,28.3,5.8,50,full color,yes,yes,low,12,2000,62.84,155.49,1.38,1.66,5,21,16.28,450g muesli stand-up pouch BOPP+CPP 50 micron full color printing with zip lock low barrier suitable for dry food
892,Herbal Tea,dry food,50,3-side seal,PET+PE,10.8,15.6,0,90,full color,no,yes,medium,12,1000,22.6,156.09,1.27,4.24,6,12,10.73,50g herbal tea 3-side seal pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for dry food
893,Dish Soap,household,500,stand-up,LDPE,19.2,29.1,5.8,100,none,no,no,low,24,25000,118.44,112.34,0.16,5.55,8,21,24.85,500g dish soap stand-up pouch LDPE 100 micron none printing without zip lock low barrier suitable for household
894,Coffee Powder,dry food,200,stand-up,PET+ALU+PE,16.7,28.0,5.7,90,1 color,yes,yes,high,18,50000,92.48,236.91,0.43,2.3,7,20,31.64,200g coffee powder stand-up pouch PET+ALU+PE 90 micron 1 color printing with zip lock high barrier suitable for dry food
895,Fungicide,agri,350,stand-up,NYLON+PE,20.8,29.2,6.0,125,1 color,no,no,high,24,1000,159.96,253.13,0.47,3.42,6,21,56.92,350g fungicide stand-up pouch NYLON+PE 125 micron 1 color printing without zip lock high barrier suitable for agri
896,Herbicide,agri,600,stand-up,NYLON+PE,20.8,28.8,5.8,100,1 color,no,no,high,24,10000,125.02,256.12,0.57,1.53,6,22,44.12,600g herbicide stand-up pouch NYLON+PE 100 micron 1 color printing without zip lock high barrier suitable for agri
897,Pulses,dry food,950,stand-up,PET+PE,21.2,33.6,6.7,75,none,yes,yes,medium,18,100000,113.26,147.6,0,4.76,5,14,25.71,950g pulses stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for dry food
898,Dish Soap,household,500,stand-up,LDPE,19.7,29.7,5.8,80,full color,no,no,low,24,10000,98.17,104.79,1.21,3.55,6,11,17.7,500g dish soap stand-up pouch LDPE 80 micron full color printing without zip lock low barrier suitable for household
899,Rice,dry food,1000,stand-up,PET+PE,21.7,32.4,7.0,90,full color,no,yes,medium,18,1000,136.9,164.06,1.39,7.7,4,9,35.76,1000g rice stand-up pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for dry food
900,Noodles,dry food,70,center seal,BOPP+CPP,11.2,16.3,0,50,1 color,yes,yes,low,12,1000,13.51,116.53,0.66,5.84,6,14,9.76,70g noodles center seal pouch BOPP+CPP 50 micron 1 color printing with zip lock low barrier suitable for dry food
901,Noodles,dry food,70,center seal,BOPP+CPP,8.8,16.9,0,100,2 color,yes,yes,low,12,2000,21.89,147.14,0.85,2.87,7,12,8.32,70g noodles center seal pouch BOPP+CPP 100 micron 2 color printing with zip lock low barrier suitable for dry food
902,Tea Leaves,dry food,450,stand-up,PET+PE,18.8,30.0,6.2,75,full color,no,yes,medium,18,5000,91.88,138.51,1.4,2.0,5,22,20.66,450g tea leaves stand-up pouch PET+PE 75 micron full color printing without zip lock medium barrier suitable for dry food
903,Raisins,premium food,250,stand-up,PET+PE,19.4,28.7,5.9,90,none,yes,yes,medium,12,10000,107.02,174.06,0,6.27,3,17,30.0,250g raisins stand-up pouch PET+PE 90 micron none printing with zip lock medium barrier suitable for premium food
904,Pistachios,premium food,200,stand-up,PET+ALU+PE,18.2,28.0,5.7,150,none,yes,yes,high,18,500,164.46,271.05,0.2,6.81,7,16,64.03,200g pistachios stand-up pouch PET+ALU+PE 150 micron none printing with zip lock high barrier suitable for premium food
905,Rajma,dry food,500,stand-up,PET+PE,20.8,28.4,6.3,90,2 color,yes,yes,medium,18,25000,114.94,179.49,0.83,4.3,5,15,31.11,500g rajma stand-up pouch PET+PE 90 micron 2 color printing with zip lock medium barrier suitable for dry food
906,Microgreens Seeds,agri,50,3-side seal,Kraft+PE,11.0,13.2,0,80,2 color,no,no,low,12,100000,17.82,115.64,0.96,6.04,3,10,10.27,50g microgreens seeds 3-side seal pouch Kraft+PE 80 micron 2 color printing without zip lock low barrier suitable for agri
907,Sugar,dry food,550,3-side seal,PET+PE,18.5,23.6,0,90,full color,yes,yes,medium,18,50000,55.36,147.97,1.42,2.2,6,18,14.77,550g sugar 3-side seal pouch PET+PE 90 micron full color printing with zip lock medium barrier suitable for dry food
908,Gravy Mix,dry food,100,3-side seal,PET+PE,13.4,17.5,0,75,full color,no,yes,medium,12,2000,25.75,143.27,1.4,7.19,6,17,15.23,100g gravy mix 3-side seal pouch PET+PE 75 micron full color printing without zip lock medium barrier suitable for dry food
909,Muesli,dry food,550,stand-up,BOPP+CPP,19.4,28.2,6.0,80,2 color,no,yes,low,12,1000,94.49,126.01,0.89,7.77,9,13,25.33,550g muesli stand-up pouch BOPP+CPP 80 micron 2 color printing without zip lock low barrier suitable for dry food
910,Pre-workout,nutrition,300,stand-up,PET+ALU+PE,19.4,28.0,6.2,90,full color,no,yes,high,18,10000,107.14,276.14,1.4,2.99,5,9,38.89,300g pre-workout stand-up pouch PET+ALU+PE 90 micron full color printing without zip lock high barrier suitable for nutrition
911,Gravy Mix,dry food,100,3-side seal,PET+PE,10.5,14.2,0,100,2 color,no,yes,medium,12,1000,22.57,132.66,0.84,3.9,8,21,10.11,100g gravy mix 3-side seal pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for dry food
912,Tea Leaves,dry food,100,3-side seal,PET+PE,10.6,14.6,0,75,2 color,no,yes,medium,12,2000,17.49,177.68,0.96,1.83,8,11,7.07,100g tea leaves 3-side seal pouch PET+PE 75 micron 2 color printing without zip lock medium barrier suitable for dry food
913,Detergent Powder,household,1050,stand-up,LDPE,21.4,30.1,7.4,70,1 color,no,no,low,24,50000,102.06,106.9,0.69,1.51,5,22,16.79,1050g detergent powder stand-up pouch LDPE 70 micron 1 color printing without zip lock low barrier suitable for household
914,Pasta,dry food,500,stand-up,BOPP+CPP,19.0,29.7,6.4,80,1 color,no,yes,low,18,5000,99.31,115.0,0.52,2.24,5,9,16.23,500g pasta stand-up pouch BOPP+CPP 80 micron 1 color printing without zip lock low barrier suitable for dry food
915,Microgreens Seeds,agri,50,3-side seal,Kraft+PE,10.2,14.5,0,100,1 color,no,no,low,12,50000,22.31,149.12,0.65,1.49,7,15,6.73,50g microgreens seeds 3-side seal pouch Kraft+PE 100 micron 1 color printing without zip lock low barrier suitable for agri
916,Garam Masala,dry food,100,stand-up,PET+PE,15.0,22.7,4.9,100,2 color,yes,yes,medium,18,50000,76.12,178.07,0.89,7.37,3,20,26.96,100g garam masala stand-up pouch PET+PE 100 micron 2 color printing with zip lock medium barrier suitable for dry food
917,Mass Gainer,nutrition,1050,flat bottom,PET+ALU+PE,22.8,32.5,8.8,90,1 color,no,yes,high,18,25000,157.49,231.45,0.56,4.87,5,8,47.49,1050g mass gainer flat bottom pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for nutrition
918,Tablets,pharma,100,3-side seal,PET+ALU+PE,10.9,16.7,0,150,full color,no,no,high,36,100000,40.26,295.53,1.23,2.75,8,9,18.69,100g tablets 3-side seal pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for pharma
919,Turmeric Powder,dry food,100,stand-up,PET+PE,15.3,23.3,5.1,100,2 color,no,yes,medium,18,1000,80.07,167.02,0.95,6.12,3,19,25.06,100g turmeric powder stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for dry food
920,Chips,snack,50,center seal,BOPP+CPP,10.0,16.2,0,65,full color,yes,yes,low,6,2000,15.6,118.05,1.29,7.92,3,20,13.66,50g chips center seal pouch BOPP+CPP 65 micron full color printing with zip lock low barrier suitable for snack
921,Fungicide,agri,300,stand-up,NYLON+PE,16.8,26.0,6.1,100,none,no,no,high,24,1000,100.47,199.78,0,0.98,7,15,25.9,300g fungicide stand-up pouch NYLON+PE 100 micron none printing without zip lock high barrier suitable for agri
922,Biscuits,snack,100,3-side seal,BOPP+CPP,10.7,14.5,0,100,full color,yes,yes,low,9,2000,23.41,149.22,1.45,4.74,9,17,12.35,100g biscuits 3-side seal pouch BOPP+CPP 100 micron full color printing with zip lock low barrier suitable for snack
923,Dog Treats,pet,400,stand-up,PET+PE,21.1,30.5,5.9,125,none,no,no,medium,12,2000,166.22,137.08,0.12,2.53,7,19,32.39,400g dog treats stand-up pouch PET+PE 125 micron none printing without zip lock medium barrier suitable for pet
924,Pet Food,pet,700,stand-up,PET+PE,21.9,31.2,7.2,90,full color,no,no,medium,18,25000,135.53,163.38,1.32,5.82,3,15,34.69,700g pet food stand-up pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for pet
925,BCAA Powder,nutrition,350,stand-up,PET+ALU+PE,18.9,29.1,5.6,150,full color,yes,yes,high,18,10000,173.18,223.07,1.4,5.53,6,8,52.16,350g bcaa powder stand-up pouch PET+ALU+PE 150 micron full color printing with zip lock high barrier suitable for nutrition
926,Chocolate,confectionery,100,stand-up,PET+ALU+PE,16.4,21.9,5.2,130,2 color,yes,yes,high,12,2000,105.65,252.2,1.01,4.42,5,22,41.09,100g chocolate stand-up pouch PET+ALU+PE 130 micron 2 color printing with zip lock high barrier suitable for confectionery
927,Chips,snack,25,3-side seal,MET BOPP+CPP,8.0,10.7,0,90,1 color,yes,yes,medium,6,25000,12.33,167.57,0.66,1.81,9,20,5.93,25g chips 3-side seal pouch MET BOPP+CPP 90 micron 1 color printing with zip lock medium barrier suitable for snack
928,Coffee Beans,dry food,450,stand-up,PET+ALU+PE,21.3,28.3,6.3,130,full color,yes,yes,high,24,100000,168.64,274.53,1.25,5.9,7,20,68.63,450g coffee beans stand-up pouch PET+ALU+PE 130 micron full color printing with zip lock high barrier suitable for dry food
929,Garam Masala,dry food,100,stand-up,PET+PE,13.9,21.3,5.5,100,2 color,no,yes,medium,18,50000,72.27,133.38,0.76,6.08,4,9,18.68,100g garam masala stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for dry food
930,Multivitamins,pharma,100,stand-up,PET+ALU+PE,15.0,22.7,4.8,90,1 color,no,no,high,24,5000,67.94,229.49,0.66,6.04,6,20,28.35,100g multivitamins stand-up pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for pharma
931,Cake Mix,bakery,550,stand-up,PET+PE,18.7,29.0,5.5,75,none,yes,yes,medium,12,25000,85.08,160.33,0.15,7.45,5,9,24.31,550g cake mix stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for bakery
932,Dry Fruits,premium food,100,stand-up,PET+ALU+PE,14.6,24.0,5.1,150,1 color,yes,yes,high,12,100000,118.57,259.38,0.49,2.25,4,14,39.71,100g dry fruits stand-up pouch PET+ALU+PE 150 micron 1 color printing with zip lock high barrier suitable for premium food
933,Raisins,premium food,300,stand-up,PET+PE,16.8,26.1,6.5,90,none,yes,yes,medium,12,2000,93.32,174.66,0.01,3.74,7,21,25.96,300g raisins stand-up pouch PET+PE 90 micron none printing with zip lock medium barrier suitable for premium food
934,Rajma,dry food,450,stand-up,PET+PE,19.1,30.9,6.4,100,full color,yes,yes,medium,18,5000,128.46,158.52,1.34,3.34,7,22,32.69,450g rajma stand-up pouch PET+PE 100 micron full color printing with zip lock medium barrier suitable for dry food
935,Fertilizer Sample,agri,1100,side gusset,PET+PE,40.9,54.8,15.1,90,none,no,yes,medium,18,2000,459.27,169.12,0,1.65,4,8,89.09,1100g fertilizer sample side gusset pouch PET+PE 90 micron none printing without zip lock medium barrier suitable for agri
936,Protein Powder,nutrition,1100,flat bottom,PET+ALU+PE,20.6,33.3,8.8,130,2 color,yes,yes,high,18,25000,215.47,226.12,1.01,7.77,3,16,68.7,1100g protein powder flat bottom pouch PET+ALU+PE 130 micron 2 color printing with zip lock high barrier suitable for nutrition
937,Granola,dry food,400,stand-up,PET+PE,21.1,31.7,6.0,90,full color,no,yes,medium,12,1000,124.08,159.14,1.48,7.89,8,8,33.96,400g granola stand-up pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for dry food
938,Tea Leaves,dry food,450,stand-up,PET+ALU+PE,19.8,28.8,6.4,130,none,yes,yes,high,24,25000,162.64,303.18,0.1,7.12,4,15,67.61,450g tea leaves stand-up pouch PET+ALU+PE 130 micron none printing with zip lock high barrier suitable for dry food
939,Organic Fertilizer,agri,950,side gusset,Kraft+PE,39.5,53.3,14.9,80,none,no,no,medium,18,100000,387.33,157.33,0,1.1,3,15,73.48,950g organic fertilizer side gusset pouch Kraft+PE 80 micron none printing without zip lock medium barrier suitable for agri
940,Multivitamins,pharma,100,stand-up,PET+ALU+PE,15.5,21.7,4.8,110,1 color,no,no,high,24,500,82.34,303.81,0.41,6.43,4,16,38.43,100g multivitamins stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for pharma
941,Cornflakes,dry food,600,stand-up,BOPP+CPP,20.5,31.0,6.1,100,none,yes,yes,low,12,50000,133.33,141.73,0.03,3.87,4,9,25.84,600g cornflakes stand-up pouch BOPP+CPP 100 micron none printing with zip lock low barrier suitable for dry food
942,Cashews,premium food,300,stand-up,PET+ALU+PE,19.2,29.9,5.9,90,1 color,yes,yes,high,18,500,109.56,241.44,0.43,0.87,6,19,35.01,300g cashews stand-up pouch PET+ALU+PE 90 micron 1 color printing with zip lock high barrier suitable for premium food
